[2024-10-30 10:56:30] [class-ss-archive-creation-job.php:83] Starting a job; no job is presently running
[2024-10-30 10:56:30] [class-ss-archive-creation-job.php:84] Here's our task list: setup, fetch_urls, generate_404, create_zip_archive, wrapup
[2024-10-30 10:56:30] [class-ss-archive-creation-job.php:102] Pushing first task to queue: setup
[2024-10-30 10:56:31] [class-ss-archive-creation-job.php:136] Current task: setup
[2024-10-30 10:56:31] [class-ss-archive-creation-job.php:153] Performing task: setup
[2024-10-30 10:56:31] [class-ss-task.php:44] Status message: [setup] Setting up
[2024-10-30 10:56:31] [class-ss-setup-task.php:33] Creating archive directory: C:\xampp\htdocs\Christmas/wp-content/uploads\simply-static\temp-files/simply-static-1-1730285790\
[2024-10-30 10:56:31] [class-ss-setup-task.php:72] Adding origin URL to queue: http://localhost/Christmas/
[2024-10-30 10:57:31] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-30 10:57:31] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-30 10:57:31] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-30 10:57:31] [class-ss-page.php:119] Checking Content Identical:157093885485eb1f089312d04d01ae56622ff1a9===. Value: FALSE
[2024-10-30 10:57:31] [class-ss-fetch-urls-task.php:72] URL: http://localhost/Christmas/wp-content/plugins/elementor/assets/shapes/curve-asymmetrical.svg
[2024-10-30 10:57:31] [class-ss-task.php:58] [PAGES STATUS] Remaining:12; Total: 638
[2024-10-30 10:57:31] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-30 10:57:31] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\chaitali\AppData\Local\Temp/6722111b49cde-G77Zkk.tmp
[2024-10-30 10:57:31] [class-ss-page-handler.php:38] URL Prepared:http://localhost/Christmas/wp-content/plugins/elementor/assets/shapes/curve-asymmetrical.svg?simply_static_page=539
[2024-10-30 10:57:31] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/Christmas/wp-content/plugins/elementor/assets/shapes/curve-asymmetrical.svg?simply_static_page=539
[2024-10-30 10:57:31] [class-ss-url-fetcher.php:103] Filesize: 234 bytes
[2024-10-30 10:57:31] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/svg+xml
[2024-10-30 10:57:31] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/shapes/curve-asymmetrical.svg
[2024-10-30 10:57:31] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\chaitali\AppData\Local\Temp/6722111b49cde-G77Zkk.tmp to C:\xampp\htdocs\Christmas/wp-content/uploads\simply-static\temp-files/simply-static-1-1730285790/wp-content/plugins/elementor/assets/shapes/curve-asymmetrical.svg
[2024-10-30 10:57:31] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-30 10:57:31] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-30 10:57:31] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-30 10:57:31] [class-ss-page.php:119] Checking Content Identical:cd59038548a87f8a043947ac9c0e5dc4242b3595===. Value: FALSE
[2024-10-30 10:57:31] [class-ss-fetch-urls-task.php:72] URL: http://localhost/Christmas/wp-content/plugins/elementor/assets/shapes/curve-negative.svg
[2024-10-30 10:57:31] [class-ss-task.php:58] [PAGES STATUS] Remaining:11; Total: 638
[2024-10-30 10:57:31] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-30 10:57:31] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\chaitali\AppData\Local\Temp/6722111b50d18-u74u6E.tmp
[2024-10-30 10:57:31] [class-ss-page-handler.php:38] URL Prepared:http://localhost/Christmas/wp-content/plugins/elementor/assets/shapes/curve-negative.svg?simply_static_page=540
[2024-10-30 10:57:31] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/Christmas/wp-content/plugins/elementor/assets/shapes/curve-negative.svg?simply_static_page=540
[2024-10-30 10:57:31] [class-ss-url-fetcher.php:103] Filesize: 213 bytes
[2024-10-30 10:57:31] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/svg+xml
[2024-10-30 10:57:31] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/shapes/curve-negative.svg
[2024-10-30 10:57:31] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\chaitali\AppData\Local\Temp/6722111b50d18-u74u6E.tmp to C:\xampp\htdocs\Christmas/wp-content/uploads\simply-static\temp-files/simply-static-1-1730285790/wp-content/plugins/elementor/assets/shapes/curve-negative.svg
[2024-10-30 10:57:31] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-30 10:57:31] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-30 10:57:31] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-30 10:57:31] [class-ss-page.php:119] Checking Content Identical:92acee6c2a12fb3d0394d0adae67a027d6f319c2===. Value: FALSE
[2024-10-30 10:57:31] [class-ss-fetch-urls-task.php:72] URL: http://localhost/Christmas/wp-content/plugins/elementor/assets/shapes/curve.svg
[2024-10-30 10:57:31] [class-ss-task.php:58] [PAGES STATUS] Remaining:10; Total: 638
[2024-10-30 10:57:31] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-30 10:57:31] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\chaitali\AppData\Local\Temp/6722111b56eb1-XMmEim.tmp
[2024-10-30 10:57:31] [class-ss-page-handler.php:38] URL Prepared:http://localhost/Christmas/wp-content/plugins/elementor/assets/shapes/curve.svg?simply_static_page=541
[2024-10-30 10:57:31] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/Christmas/wp-content/plugins/elementor/assets/shapes/curve.svg?simply_static_page=541
[2024-10-30 10:57:31] [class-ss-url-fetcher.php:103] Filesize: 208 bytes
[2024-10-30 10:57:31] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/svg+xml
[2024-10-30 10:57:31] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/shapes/curve.svg
[2024-10-30 10:57:31] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\chaitali\AppData\Local\Temp/6722111b56eb1-XMmEim.tmp to C:\xampp\htdocs\Christmas/wp-content/uploads\simply-static\temp-files/simply-static-1-1730285790/wp-content/plugins/elementor/assets/shapes/curve.svg
[2024-10-30 10:57:31] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-30 10:57:31] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-30 10:57:31] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-30 10:57:31] [class-ss-page.php:119] Checking Content Identical:6cf298ae2fc0a8e1517aa14671125dfd991450fd===. Value: FALSE
[2024-10-30 10:57:31] [class-ss-fetch-urls-task.php:72] URL: http://localhost/Christmas/wp-content/plugins/elementor/assets/shapes/drops-negative.svg
[2024-10-30 10:57:31] [class-ss-task.php:58] [PAGES STATUS] Remaining:9; Total: 638
[2024-10-30 10:57:31] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-30 10:57:31] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\chaitali\AppData\Local\Temp/6722111b5d7cb-ZwJI8y.tmp
[2024-10-30 10:57:31] [class-ss-page-handler.php:38] URL Prepared:http://localhost/Christmas/wp-content/plugins/elementor/assets/shapes/drops-negative.svg?simply_static_page=542
[2024-10-30 10:57:31] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/Christmas/wp-content/plugins/elementor/assets/shapes/drops-negative.svg?simply_static_page=542
[2024-10-30 10:57:31] [class-ss-url-fetcher.php:103] Filesize: 2268 bytes
[2024-10-30 10:57:31] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/svg+xml
[2024-10-30 10:57:31] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/shapes/drops-negative.svg
[2024-10-30 10:57:31] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\chaitali\AppData\Local\Temp/6722111b5d7cb-ZwJI8y.tmp to C:\xampp\htdocs\Christmas/wp-content/uploads\simply-static\temp-files/simply-static-1-1730285790/wp-content/plugins/elementor/assets/shapes/drops-negative.svg
[2024-10-30 10:57:31] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-30 10:57:31] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-30 10:57:31] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-30 10:57:31] [class-ss-page.php:119] Checking Content Identical:e44629229df9fcc5803e6d9bca16d55dad445177===. Value: FALSE
[2024-10-30 10:57:31] [class-ss-fetch-urls-task.php:72] URL: http://localhost/Christmas/wp-content/plugins/elementor/assets/shapes/drops.svg
[2024-10-30 10:57:31] [class-ss-task.php:58] [PAGES STATUS] Remaining:8; Total: 638
[2024-10-30 10:57:31] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-30 10:57:31] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\chaitali\AppData\Local\Temp/6722111b64c0f-Qw9cp4.tmp
[2024-10-30 10:57:31] [class-ss-page-handler.php:38] URL Prepared:http://localhost/Christmas/wp-content/plugins/elementor/assets/shapes/drops.svg?simply_static_page=543
[2024-10-30 10:57:31] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/Christmas/wp-content/plugins/elementor/assets/shapes/drops.svg?simply_static_page=543
[2024-10-30 10:57:31] [class-ss-url-fetcher.php:103] Filesize: 2343 bytes
[2024-10-30 10:57:31] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/svg+xml
[2024-10-30 10:57:31] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/shapes/drops.svg
[2024-10-30 10:57:31] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\chaitali\AppData\Local\Temp/6722111b64c0f-Qw9cp4.tmp to C:\xampp\htdocs\Christmas/wp-content/uploads\simply-static\temp-files/simply-static-1-1730285790/wp-content/plugins/elementor/assets/shapes/drops.svg
[2024-10-30 10:57:31] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-30 10:57:31] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-30 10:57:31] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-30 10:57:31] [class-ss-page.php:119] Checking Content Identical:e5853e3d159c04d3b642b84767b9e169f362f498===. Value: FALSE
[2024-10-30 10:57:31] [class-ss-fetch-urls-task.php:72] URL: http://localhost/Christmas/wp-content/plugins/elementor/assets/shapes/mountains.svg
[2024-10-30 10:57:31] [class-ss-task.php:58] [PAGES STATUS] Remaining:7; Total: 638
[2024-10-30 10:57:31] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-30 10:57:31] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\chaitali\AppData\Local\Temp/6722111b6bd4b-pwGpvc.tmp
[2024-10-30 10:57:31] [class-ss-page-handler.php:38] URL Prepared:http://localhost/Christmas/wp-content/plugins/elementor/assets/shapes/mountains.svg?simply_static_page=544
[2024-10-30 10:57:31] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/Christmas/wp-content/plugins/elementor/assets/shapes/mountains.svg?simply_static_page=544
[2024-10-30 10:57:31] [class-ss-url-fetcher.php:103] Filesize: 780 bytes
[2024-10-30 10:57:31] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/svg+xml
[2024-10-30 10:57:31] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/shapes/mountains.svg
[2024-10-30 10:57:31] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\chaitali\AppData\Local\Temp/6722111b6bd4b-pwGpvc.tmp to C:\xampp\htdocs\Christmas/wp-content/uploads\simply-static\temp-files/simply-static-1-1730285790/wp-content/plugins/elementor/assets/shapes/mountains.svg
[2024-10-30 10:57:31] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-30 10:57:31] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-30 10:57:31] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-30 10:57:31] [class-ss-page.php:119] Checking Content Identical:fa95def3162f5785da915ef9458e2888ad63badd===. Value: FALSE
[2024-10-30 10:57:31] [class-ss-fetch-urls-task.php:72] URL: http://localhost/Christmas/wp-content/plugins/elementor/assets/shapes/opacity-fan.svg
[2024-10-30 10:57:31] [class-ss-task.php:58] [PAGES STATUS] Remaining:6; Total: 638
[2024-10-30 10:57:31] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-30 10:57:31] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\chaitali\AppData\Local\Temp/6722111b72921-xT7OaF.tmp
[2024-10-30 10:57:31] [class-ss-page-handler.php:38] URL Prepared:http://localhost/Christmas/wp-content/plugins/elementor/assets/shapes/opacity-fan.svg?simply_static_page=545
[2024-10-30 10:57:31] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/Christmas/wp-content/plugins/elementor/assets/shapes/opacity-fan.svg?simply_static_page=545
[2024-10-30 10:57:31] [class-ss-url-fetcher.php:103] Filesize: 488 bytes
[2024-10-30 10:57:31] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/svg+xml
[2024-10-30 10:57:31] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/shapes/opacity-fan.svg
[2024-10-30 10:57:31] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\chaitali\AppData\Local\Temp/6722111b72921-xT7OaF.tmp to C:\xampp\htdocs\Christmas/wp-content/uploads\simply-static\temp-files/simply-static-1-1730285790/wp-content/plugins/elementor/assets/shapes/opacity-fan.svg
[2024-10-30 10:57:31] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-30 10:57:31] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-30 10:57:31] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-30 10:57:31] [class-ss-page.php:119] Checking Content Identical:39b9456ab84656d9ba6dd6062237a1c33e1e124b===. Value: FALSE
[2024-10-30 10:57:31] [class-ss-fetch-urls-task.php:72] URL: http://localhost/Christmas/wp-content/plugins/elementor/assets/shapes/opacity-tilt.svg
[2024-10-30 10:57:31] [class-ss-task.php:58] [PAGES STATUS] Remaining:5; Total: 638
[2024-10-30 10:57:31] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-30 10:57:31] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\chaitali\AppData\Local\Temp/6722111b79404-PS8zIW.tmp
[2024-10-30 10:57:31] [class-ss-page-handler.php:38] URL Prepared:http://localhost/Christmas/wp-content/plugins/elementor/assets/shapes/opacity-tilt.svg?simply_static_page=546
[2024-10-30 10:57:31] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/Christmas/wp-content/plugins/elementor/assets/shapes/opacity-tilt.svg?simply_static_page=546
[2024-10-30 10:57:31] [class-ss-url-fetcher.php:103] Filesize: 354 bytes
[2024-10-30 10:57:31] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/svg+xml
[2024-10-30 10:57:31] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/shapes/opacity-tilt.svg
[2024-10-30 10:57:31] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\chaitali\AppData\Local\Temp/6722111b79404-PS8zIW.tmp to C:\xampp\htdocs\Christmas/wp-content/uploads\simply-static\temp-files/simply-static-1-1730285790/wp-content/plugins/elementor/assets/shapes/opacity-tilt.svg
[2024-10-30 10:57:31] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-30 10:57:31] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-30 10:57:31] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-30 10:57:31] [class-ss-page.php:119] Checking Content Identical:e581e7e6fc3157dfee90317a95d900a0c452ba9a===. Value: FALSE
[2024-10-30 10:57:31] [class-ss-fetch-urls-task.php:72] URL: http://localhost/Christmas/wp-content/plugins/elementor/assets/shapes/pyramids-negative.svg
[2024-10-30 10:57:31] [class-ss-task.php:58] [PAGES STATUS] Remaining:4; Total: 638
[2024-10-30 10:57:31] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-30 10:57:31] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\chaitali\AppData\Local\Temp/6722111b814f7-9BHrXK.tmp
[2024-10-30 10:57:31] [class-ss-page-handler.php:38] URL Prepared:http://localhost/Christmas/wp-content/plugins/elementor/assets/shapes/pyramids-negative.svg?simply_static_page=547
[2024-10-30 10:57:31] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/Christmas/wp-content/plugins/elementor/assets/shapes/pyramids-negative.svg?simply_static_page=547
[2024-10-30 10:57:31] [class-ss-url-fetcher.php:103] Filesize: 189 bytes
[2024-10-30 10:57:31] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/svg+xml
[2024-10-30 10:57:31] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/shapes/pyramids-negative.svg
[2024-10-30 10:57:31] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\chaitali\AppData\Local\Temp/6722111b814f7-9BHrXK.tmp to C:\xampp\htdocs\Christmas/wp-content/uploads\simply-static\temp-files/simply-static-1-1730285790/wp-content/plugins/elementor/assets/shapes/pyramids-negative.svg
[2024-10-30 10:57:31] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-30 10:57:31] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-30 10:57:31] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-30 10:57:31] [class-ss-page.php:119] Checking Content Identical:53fe33c1d4c5c8a06654584345936076605ef05a===. Value: FALSE
[2024-10-30 10:57:31] [class-ss-fetch-urls-task.php:72] URL: http://localhost/Christmas/wp-content/plugins/elementor/assets/shapes/pyramids.svg
[2024-10-30 10:57:31] [class-ss-task.php:58] [PAGES STATUS] Remaining:3; Total: 638
[2024-10-30 10:57:31] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-30 10:57:31] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\chaitali\AppData\Local\Temp/6722111b87610-bmUOgj.tmp
[2024-10-30 10:57:31] [class-ss-page-handler.php:38] URL Prepared:http://localhost/Christmas/wp-content/plugins/elementor/assets/shapes/pyramids.svg?simply_static_page=548
[2024-10-30 10:57:31] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/Christmas/wp-content/plugins/elementor/assets/shapes/pyramids.svg?simply_static_page=548
[2024-10-30 10:57:31] [class-ss-url-fetcher.php:103] Filesize: 190 bytes
[2024-10-30 10:57:31] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/svg+xml
[2024-10-30 10:57:31] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/shapes/pyramids.svg
[2024-10-30 10:57:31] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\chaitali\AppData\Local\Temp/6722111b87610-bmUOgj.tmp to C:\xampp\htdocs\Christmas/wp-content/uploads\simply-static\temp-files/simply-static-1-1730285790/wp-content/plugins/elementor/assets/shapes/pyramids.svg
[2024-10-30 10:57:31] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-30 10:57:31] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-30 10:57:31] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-30 10:57:31] [class-ss-page.php:119] Checking Content Identical:22452fa8817d29ad96f333cdc78bb87ac8fc49de===. Value: FALSE
[2024-10-30 10:57:31] [class-ss-fetch-urls-task.php:72] URL: http://localhost/Christmas/wp-content/plugins/elementor/assets/shapes/split-negative.svg
[2024-10-30 10:57:31] [class-ss-task.php:58] [PAGES STATUS] Remaining:2; Total: 638
[2024-10-30 10:57:31] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-30 10:57:31] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\chaitali\AppData\Local\Temp/6722111b8d8a1-W27osV.tmp
[2024-10-30 10:57:31] [class-ss-page-handler.php:38] URL Prepared:http://localhost/Christmas/wp-content/plugins/elementor/assets/shapes/split-negative.svg?simply_static_page=549
[2024-10-30 10:57:31] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/Christmas/wp-content/plugins/elementor/assets/shapes/split-negative.svg?simply_static_page=549
[2024-10-30 10:57:31] [class-ss-url-fetcher.php:103] Filesize: 217 bytes
[2024-10-30 10:57:31] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/svg+xml
[2024-10-30 10:57:31] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/shapes/split-negative.svg
[2024-10-30 10:57:31] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\chaitali\AppData\Local\Temp/6722111b8d8a1-W27osV.tmp to C:\xampp\htdocs\Christmas/wp-content/uploads\simply-static\temp-files/simply-static-1-1730285790/wp-content/plugins/elementor/assets/shapes/split-negative.svg
[2024-10-30 10:57:31] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-30 10:57:31] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-30 10:57:31] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-30 10:57:31] [class-ss-page.php:119] Checking Content Identical:f58258f80dc518914cd6668caf3f3feb8f81d366===. Value: FALSE
[2024-10-30 10:57:31] [class-ss-fetch-urls-task.php:72] URL: http://localhost/Christmas/wp-content/plugins/elementor/assets/shapes/split.svg
[2024-10-30 10:57:31] [class-ss-task.php:58] [PAGES STATUS] Remaining:1; Total: 638
[2024-10-30 10:57:31] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-30 10:57:31] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\chaitali\AppData\Local\Temp/6722111b95ef1-1RmnZF.tmp
[2024-10-30 10:57:31] [class-ss-page-handler.php:38] URL Prepared:http://localhost/Christmas/wp-content/plugins/elementor/assets/shapes/split.svg?simply_static_page=550
[2024-10-30 10:57:31] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/Christmas/wp-content/plugins/elementor/assets/shapes/split.svg?simply_static_page=550
[2024-10-30 10:57:31] [class-ss-url-fetcher.php:103] Filesize: 242 bytes
[2024-10-30 10:57:31] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/svg+xml
[2024-10-30 10:57:31] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/shapes/split.svg
[2024-10-30 10:57:31] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\chaitali\AppData\Local\Temp/6722111b95ef1-1RmnZF.tmp to C:\xampp\htdocs\Christmas/wp-content/uploads\simply-static\temp-files/simply-static-1-1730285790/wp-content/plugins/elementor/assets/shapes/split.svg
[2024-10-30 10:57:31] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-30 10:57:31] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-30 10:57:31] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-30 10:57:31] [class-ss-page.php:119] Checking Content Identical:1ef8a77b8f3a77ed12663df15277a7e9bf5c5db3===. Value: FALSE
[2024-10-30 10:57:31] [class-ss-task.php:44] Status message: [fetch_urls] Fetched 500 of 638 pages/files
[2024-10-30 10:57:31] [class-ss-archive-creation-job.php:181] We're not done with the fetch_urls task yet
[2024-10-30 10:57:31] [class-ss-archive-creation-job.php:136] Current task: fetch_urls
[2024-10-30 10:57:31] [class-ss-archive-creation-job.php:153] Performing task: fetch_urls
[2024-10-30 10:57:31] [class-ss-fetch-urls-task.php:69] Total pages: 638; Pages remaining: 88
[2024-10-30 10:57:31] [class-ss-fetch-urls-task.php:72] URL: http://localhost/Christmas/wp-content/plugins/elementor/assets/shapes/tilt.svg
[2024-10-30 10:57:31] [class-ss-task.php:58] [PAGES STATUS] Remaining:50; Total: 638
[2024-10-30 10:57:31] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-30 10:57:31] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\chaitali\AppData\Local\Temp/6722111b9dba4-Ec68gi.tmp
[2024-10-30 10:57:31] [class-ss-page-handler.php:38] URL Prepared:http://localhost/Christmas/wp-content/plugins/elementor/assets/shapes/tilt.svg?simply_static_page=551
[2024-10-30 10:57:31] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/Christmas/wp-content/plugins/elementor/assets/shapes/tilt.svg?simply_static_page=551
[2024-10-30 10:57:31] [class-ss-url-fetcher.php:103] Filesize: 160 bytes
[2024-10-30 10:57:31] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/svg+xml
[2024-10-30 10:57:31] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/shapes/tilt.svg
[2024-10-30 10:57:31] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\chaitali\AppData\Local\Temp/6722111b9dba4-Ec68gi.tmp to C:\xampp\htdocs\Christmas/wp-content/uploads\simply-static\temp-files/simply-static-1-1730285790/wp-content/plugins/elementor/assets/shapes/tilt.svg
[2024-10-30 10:57:31] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-30 10:57:31] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-30 10:57:31] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-30 10:57:31] [class-ss-page.php:119] Checking Content Identical:fb2ce617ea197d377cc336a1f1e78234e24b6dda===. Value: FALSE
[2024-10-30 10:57:31] [class-ss-fetch-urls-task.php:72] URL: http://localhost/Christmas/wp-content/plugins/elementor/assets/shapes/triangle-asymmetrical-negative.svg
[2024-10-30 10:57:31] [class-ss-task.php:58] [PAGES STATUS] Remaining:49; Total: 638
[2024-10-30 10:57:31] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-30 10:57:31] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\chaitali\AppData\Local\Temp/6722111ba42d8-oCCdhZ.tmp
[2024-10-30 10:57:31] [class-ss-page-handler.php:38] URL Prepared:http://localhost/Christmas/wp-content/plugins/elementor/assets/shapes/triangle-asymmetrical-negative.svg?simply_static_page=552
[2024-10-30 10:57:31] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/Christmas/wp-content/plugins/elementor/assets/shapes/triangle-asymmetrical-negative.svg?simply_static_page=552
[2024-10-30 10:57:31] [class-ss-url-fetcher.php:103] Filesize: 178 bytes
[2024-10-30 10:57:31] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/svg+xml
[2024-10-30 10:57:31] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/shapes/triangle-asymmetrical-negative.svg
